구매_ID,구매_날짜,구매자_ID,구매_수량,각인_서비스,결제_방식,총_결제_금액,상품_ID,카테고리,상품이름
2023-03-11-0587-1,2023-03-11,587,2,F,신용카드,50000,5,2,가죽 필통
2023-03-11-0838-1,2023-03-11,838,1,F,계좌이체,80000,11,3,실험 일지 세트
2023-03-11-0893-1,2023-03-11,893,300,F,카카오페이,150000,16,4,연필
2023-03-11-0603-1,2023-03-11,603,500,F,신용카드,2000000,17,4,지우개 세트
2023-03-11-0966-1,2023-03-11,966,3,F,계좌이체,15000,1,1,색연필 세트
2023-03-12-0881-1,2023-03-12,881,50,T,카카오페이,250000,4,1,연필 세트
2023-03-13-0181-1,2023-03-13,181,500,F,계좌이체,2000000,17,4,지우개 세트
2023-03-13-0785-1,2023-03-13,785,300,F,신용카드,1650000,12,3,리필 종이
2023-03-13-0857-1,2023-03-13,857,3,F,신용카드,15000,1,1,색연필 세트
2023-03-13-0146-1,2023-03-13,146,2,F,계좌이체,100000,15,4,탄생석 펜
2023-03-14-0235-1,2023-03-14,235,15,F,계좌이체,75000,1,1,색연필 세트
2023-03-14-0700-1,2023-03-14,700,600,F,카카오페이,300000,16,4,연필
2023-03-14-0339-1,2023-03-14,339,2,F,신용카드,54000,6,2,가죽 필통
2023-03-14-0599-1,2023-03-14,599,500,F,신용카드,2750000,12,3,리필 종이
2023-03-15-0126-1,2023-03-15,126,5,F,계좌이체,250000,15,4,탄생석 펜
2023-03-16-0614-1,2023-03-16,614,80,T,계좌이체,400000,1,1,색연필 세트
2023-03-19-0576-1,2023-03-19,576,3,F,신용카드,51000,3,1,드로잉 펜 8종 세트
2023-03-19-0158-1,2023-03-19,158,6,T,계좌이체,162000,6,2,가죽 필통
2023-03-24-0099-1,2023-03-24,99,5,T,계좌이체,50000,8,3,다이어리
2023-03-25-0033-1,2023-03-25,33,10,T,계좌이체,350000,10,3,잠금장치 노트
2023-03-29-0219-1,2023-03-29,219,770,F,계좌이체,385000,16,4,연필
2023-03-29-0818-1,2023-03-29,818,10,F,카카오페이,250000,5,2,가죽 필통
2023-03-30-0093-1,2023-03-30,93,5,T,계좌이체,135000,6,2,가죽 필통
2023-03-30-0182-1,2023-03-30,182,5,T,계좌이체,125000,5,2,가죽 필통
2023-03-30-0688-1,2023-03-30,688,100,T,계좌이체,500000,4,1,연필 세트
2023-03-31-0606-1,2023-03-31,606,300,F,신용카드,1200000,17,4,지우개 세트
2023-03-31-0246-1,2023-03-31,246,600,F,신용카드,2400000,17,4,지우개 세트
2023-03-31-0082-1,2023-03-31,82,120,T,신용카드,5400000,18,4,깃펜 세트
2023-04-01-0267-1,2023-04-01,267,600,F,계좌이체,3300000,12,3,리필 종이
2023-04-01-0246-1,2023-04-01,246,10,F,계좌이체,170000,3,1,드로잉 펜 8종 세트
2023-04-01-0177-1,2023-04-01,177,5,T,카카오페이,125000,5,2,가죽 필통
2023-04-01-0939-1,2023-04-01,939,20,F,계좌이체,30000,7,3,양장노트
2023-04-01-0366-1,2023-04-01,366,2,T,카카오페이,100000,15,4,탄생석 펜
2023-04-01-0448-1,2023-04-01,448,5,T,신용카드,7500,7,3,양장노트
2023-04-01-0465-1,2023-04-01,465,100,T,계좌이체,500000,1,1,색연필 세트
2023-04-01-0713-1,2023-04-01,713,30,F,계좌이체,510000,3,1,드로잉 펜 8종 세트
2023-04-01-0211-1,2023-04-01,211,20,F,신용카드,340000,3,1,드로잉 펜 8종 세트
2023-04-01-0560-1,2023-04-01,560,250,F,신용카드,1375000,12,3,리필 종이
2023-04-01-0091-1,2023-04-01,91,250,F,신용카드,1000000,17,4,지우개 세트
2023-04-01-0195-1,2023-04-01,195,1,F,계좌이체,27000,6,2,가죽 필통
2023-04-02-0486-1,2023-04-02,486,10,F,카카오페이,800000,11,3,실험 일지 세트
2023-04-02-0038-1,2023-04-02,38,500,F,계좌이체,2500000,4,1,연필 세트
2023-04-02-0698-1,2023-04-02,698,5,F,카카오페이,110000,9,3,잠금장치 노트
2023-04-02-0566-1,2023-04-02,566,2,F,신용카드,150000,14,4,만년필
2023-04-02-0189-1,2023-04-02,189,100,F,카카오페이,500000,1,1,색연필 세트
2023-04-02-0608-1,2023-04-02,608,200,F,계좌이체,800000,17,4,지우개 세트
2023-04-02-0254-1,2023-04-02,254,2,T,신용카드,50000,5,2,가죽 필통
2023-04-02-0994-1,2023-04-02,994,30,F,계좌이체,510000,3,1,드로잉 펜 8종 세트
2023-04-02-0806-1,2023-04-02,806,6,T,계좌이체,60000,8,3,다이어리
2023-04-03-0920-1,2023-04-03,920,55,F,계좌이체,1375000,5,2,가죽 필통
2023-04-03-0536-1,2023-04-03,536,5,F,카카오페이,250000,15,4,탄생석 펜
2023-04-03-0599-1,2023-04-03,599,500,F,신용카드,250000,16,4,연필
2023-04-03-0074-1,2023-04-03,74,2,F,계좌이체,160000,11,3,실험 일지 세트
2023-04-03-0641-1,2023-04-03,641,150,F,카카오페이,750000,1,1,색연필 세트
2023-04-03-0914-1,2023-04-03,914,2,F,계좌이체,120000,13,4,만년필
2023-04-03-0962-1,2023-04-03,962,3,F,계좌이체,150000,15,4,탄생석 펜
2023-04-03-0121-1,2023-04-03,121,10,T,계좌이체,50000,1,1,색연필 세트
2023-04-03-0487-1,2023-04-03,487,2,F,신용카드,70000,10,3,잠금장치 노트
2023-04-03-0676-1,2023-04-03,676,5,F,신용카드,300000,13,4,만년필
2023-04-04-0733-1,2023-04-04,733,20,T,계좌이체,900000,18,4,깃펜 세트
2023-04-04-0525-1,2023-04-04,525,100,F,카카오페이,500000,1,1,색연필 세트
2023-04-04-0758-1,2023-04-04,758,10,T,카카오페이,250000,5,2,가죽 필통
2023-04-04-0414-1,2023-04-04,414,250,F,계좌이체,125000,16,4,연필
2023-04-04-0384-1,2023-04-04,384,10,T,계좌이체,450000,18,4,깃펜 세트
2023-04-04-0117-1,2023-04-04,117,22,F,신용카드,110000,1,1,색연필 세트
2023-04-04-0469-1,2023-04-04,469,10,F,계좌이체,270000,6,2,가죽 필통
2023-04-04-0679-1,2023-04-04,679,2,F,계좌이체,100000,15,4,탄생석 펜
2023-04-04-0644-1,2023-04-04,644,1,F,카카오페이,22000,9,3,잠금장치 노트
2023-04-05-0276-1,2023-04-05,276,20,T,계좌이체,100000,1,1,색연필 세트
2023-04-05-0730-1,2023-04-05,730,1,T,계좌이체,45000,18,4,깃펜 세트
2023-04-05-0586-1,2023-04-05,586,1,F,신용카드,25000,5,2,가죽 필통
2023-04-05-0288-1,2023-04-05,288,25,F,계좌이체,250000,8,3,다이어리
2023-04-05-0323-1,2023-04-05,323,50,F,신용카드,500000,8,3,다이어리
2023-04-05-0039-1,2023-04-05,39,10,F,카카오페이,600000,13,4,만년필
2023-04-05-0118-1,2023-04-05,118,600,F,신용카드,3300000,12,3,리필 종이
2023-04-05-0642-1,2023-04-05,642,100,F,카카오페이,500000,1,1,색연필 세트
2023-04-05-0628-1,2023-04-05,628,50,F,계좌이체,600000,2,1,드로잉 펜 6종세트
2023-04-07-0962-1,2023-04-07,962,300,F,신용카드,1200000,17,4,지우개 세트
2023-04-07-0010-1,2023-04-07,10,250,F,신용카드,125000,16,4,연필
2023-04-07-0103-1,2023-04-07,103,5,F,계좌이체,60000,2,1,드로잉 펜 6종세트
2023-04-07-0942-1,2023-04-07,942,30,F,계좌이체,150000,1,1,색연필 세트
2023-04-07-0195-1,2023-04-07,195,300,F,신용카드,150000,16,4,연필
2023-04-07-0338-1,2023-04-07,338,300,T,계좌이체,1500000,4,1,연필 세트
2023-04-07-0562-1,2023-04-07,562,15,T,계좌이체,375000,5,2,가죽 필통
2023-04-07-0157-1,2023-04-07,157,600,F,신용카드,3000000,4,1,연필 세트
2023-04-08-0414-1,2023-04-08,414,250,F,신용카드,1375000,12,3,리필 종이
2023-04-08-0230-1,2023-04-08,230,2,T,신용카드,160000,11,3,실험 일지 세트
2023-04-08-0978-1,2023-04-08,978,2,T,신용카드,120000,13,4,만년필
2023-04-08-0799-1,2023-04-08,799,1,F,계좌이체,22000,9,3,잠금장치 노트
2023-04-08-0839-1,2023-04-08,839,5,F,계좌이체,60000,2,1,드로잉 펜 6종세트
2023-04-08-0524-1,2023-04-08,524,1,F,카카오페이,80000,11,3,실험 일지 세트
2023-04-09-0110-1,2023-04-09,110,30,T,카카오페이,150000,1,1,색연필 세트
2023-04-09-0974-1,2023-04-09,974,2,T,계좌이체,100000,15,4,탄생석 펜
2023-04-09-0713-1,2023-04-09,713,100,F,카카오페이,500000,1,1,색연필 세트
2023-04-09-0192-1,2023-04-09,192,300,F,카카오페이,1500000,4,1,연필 세트
2023-04-09-0848-1,2023-04-09,848,5,F,신용카드,7500,7,3,양장노트
2023-04-10-0531-1,2023-04-10,531,300,F,신용카드,1200000,17,4,지우개 세트
2023-04-10-0959-1,2023-04-10,959,200,F,신용카드,1000000,4,1,연필 세트
2023-04-10-0148-1,2023-04-10,148,10,F,계좌이체,50000,1,1,색연필 세트
2023-04-10-0038-1,2023-04-10,38,5,T,신용카드,135000,6,2,가죽 필통
2023-04-10-0145-1,2023-04-10,145,100,F,카카오페이,400000,17,4,지우개 세트
2023-04-11-0672-1,2023-04-11,672,50,F,계좌이체,250000,1,1,색연필 세트
2023-04-11-0387-1,2023-04-11,387,10,T,카카오페이,600000,13,4,만년필
2023-04-11-0369-1,2023-04-11,369,10,T,카카오페이,450000,18,4,깃펜 세트
2023-04-12-0287-1,2023-04-12,287,5,T,계좌이체,400000,11,3,실험 일지 세트
2023-04-12-0252-1,2023-04-12,252,20,F,계좌이체,340000,3,1,드로잉 펜 8종 세트
2023-04-12-0415-1,2023-04-12,415,2,T,카카오페이,50000,5,2,가죽 필통
2023-04-12-0853-1,2023-04-12,853,10,T,계좌이체,50000,1,1,색연필 세트
2023-04-13-0168-1,2023-04-13,168,5,T,신용카드,110000,9,3,잠금장치 노트
2023-04-13-0090-1,2023-04-13,90,2,T,계좌이체,100000,15,4,탄생석 펜
2023-04-13-0497-1,2023-04-13,497,100,F,계좌이체,400000,17,4,지우개 세트
2023-04-14-0160-1,2023-04-14,160,10,F,계좌이체,120000,2,1,드로잉 펜 6종세트
2023-04-14-0477-1,2023-04-14,477,30,F,계좌이체,150000,1,1,색연필 세트
2023-04-14-0921-1,2023-04-14,921,2,T,신용카드,90000,18,4,깃펜 세트
2023-04-14-0755-1,2023-04-14,755,10,F,계좌이체,170000,3,1,드로잉 펜 8종 세트
2023-04-15-0454-1,2023-04-15,454,100,F,계좌이체,550000,12,3,리필 종이
2023-04-15-0088-1,2023-04-15,88,4,F,신용카드,88000,9,3,잠금장치 노트
2023-04-15-0241-1,2023-04-15,241,15,F,신용카드,75000,1,1,색연필 세트
2023-04-15-0279-1,2023-04-15,279,3,F,카카오페이,150000,15,4,탄생석 펜
2023-04-15-0377-1,2023-04-15,377,20,F,신용카드,240000,2,1,드로잉 펜 6종세트
2023-04-16-0014-1,2023-04-16,14,2,F,카카오페이,100000,15,4,탄생석 펜
2023-04-16-0290-1,2023-04-16,290,100,F,계좌이체,550000,12,3,리필 종이
2023-04-16-0827-1,2023-04-16,827,100,T,카카오페이,500000,1,1,색연필 세트
2023-04-16-0404-1,2023-04-16,404,2,T,신용카드,54000,6,2,가죽 필통
2023-04-16-0758-1,2023-04-16,758,2,F,카카오페이,150000,14,4,만년필
2023-04-17-0981-1,2023-04-17,981,300,F,계좌이체,1200000,17,4,지우개 세트
2023-04-17-0050-1,2023-04-17,50,20,F,신용카드,240000,2,1,드로잉 펜 6종세트
2023-04-17-0421-1,2023-04-17,421,10,T,계좌이체,15000,7,3,양장노트
2023-04-17-0067-1,2023-04-17,67,200,F,신용카드,1100000,12,3,리필 종이
2023-04-18-0790-1,2023-04-18,790,100,T,신용카드,500000,1,1,색연필 세트
2023-04-18-0060-1,2023-04-18,60,2,F,신용카드,54000,6,2,가죽 필통
2023-04-18-0855-1,2023-04-18,855,250,F,계좌이체,1000000,17,4,지우개 세트
2023-04-19-0741-1,2023-04-19,741,10,F,계좌이체,170000,3,1,드로잉 펜 8종 세트
2023-04-19-0982-1,2023-04-19,982,200,F,카카오페이,100000,16,4,연필
2023-04-19-0398-1,2023-04-19,398,15,T,신용카드,75000,1,1,색연필 세트
2023-04-19-0775-1,2023-04-19,775,10,F,신용카드,120000,2,1,드로잉 펜 6종세트
2023-04-19-0481-1,2023-04-19,481,2,T,신용카드,100000,15,4,탄생석 펜
2023-04-19-0783-1,2023-04-19,783,10,F,신용카드,270000,6,2,가죽 필통
2023-04-20-0362-1,2023-04-20,362,13,F,신용카드,351000,6,2,가죽 필통
2023-04-21-0370-1,2023-04-21,370,5,F,카카오페이,250000,15,4,탄생석 펜
2023-04-22-0439-1,2023-04-22,439,2,F,신용카드,120000,13,4,만년필
2023-04-22-0332-1,2023-04-22,332,15,F,신용카드,255000,3,1,드로잉 펜 8종 세트
2023-04-24-0441-1,2023-04-24,441,2,T,신용카드,3000,7,3,양장노트
2023-04-25-0967-1,2023-04-25,967,300,F,신용카드,1200000,17,4,지우개 세트
2023-04-25-0798-1,2023-04-25,798,100,F,카카오페이,500000,1,1,색연필 세트
2023-04-25-0252-1,2023-04-25,252,500,T,카카오페이,2500000,4,1,연필 세트
2023-04-27-0749-1,2023-04-27,749,250,F,신용카드,1375000,12,3,리필 종이
2023-04-27-0354-1,2023-04-27,354,300,F,신용카드,1200000,17,4,지우개 세트
2023-04-28-0333-1,2023-04-28,333,20,T,계좌이체,700000,10,3,잠금장치 노트
2023-04-28-0038-1,2023-04-28,38,30,F,신용카드,810000,6,2,가죽 필통
2023-04-28-0810-1,2023-04-28,810,2,T,신용카드,100000,15,4,탄생석 펜
2023-04-29-0429-1,2023-04-29,429,5,T,계좌이체,50000,8,3,다이어리
2023-04-29-0342-1,2023-04-29,342,20,T,계좌이체,100000,1,1,색연필 세트
2023-04-29-0710-1,2023-04-29,710,60,F,계좌이체,720000,2,1,드로잉 펜 6종세트
2023-04-30-0536-1,2023-04-30,536,5,F,카카오페이,250000,15,4,탄생석 펜
2023-04-30-0034-1,2023-04-30,34,300,F,계좌이체,1650000,12,3,리필 종이
2023-05-01-0483-1,2023-05-01,483,10,F,계좌이체,170000,3,1,드로잉 펜 8종 세트
2023-05-01-0088-1,2023-05-01,88,5,F,계좌이체,135000,6,2,가죽 필통
2023-05-01-0984-1,2023-05-01,984,20,F,계좌이체,340000,3,1,드로잉 펜 8종 세트
2023-05-01-0373-1,2023-05-01,373,3,F,카카오페이,225000,14,4,만년필
2023-05-01-0369-1,2023-05-01,369,2,T,계좌이체,100000,15,4,탄생석 펜
2023-05-01-0512-1,2023-05-01,512,100,F,카카오페이,500000,1,1,색연필 세트
2023-05-01-0457-1,2023-05-01,457,300,T,계좌이체,1500000,4,1,연필 세트
2023-05-01-0926-1,2023-05-01,926,500,F,신용카드,250000,16,4,연필
2023-05-01-0638-1,2023-05-01,638,10,F,계좌이체,450000,18,4,깃펜 세트
2023-05-01-0745-1,2023-05-01,745,50,F,계좌이체,850000,3,1,드로잉 펜 8종 세트
2023-05-01-0152-1,2023-05-01,152,5,T,계좌이체,135000,6,2,가죽 필통
2023-05-01-0534-1,2023-05-01,534,20,F,신용카드,30000,7,3,양장노트
2023-05-01-0310-1,2023-05-01,310,15,F,신용카드,255000,3,1,드로잉 펜 8종 세트
2023-05-01-0854-1,2023-05-01,854,2,T,카카오페이,50000,5,2,가죽 필통
2023-05-01-0324-1,2023-05-01,324,300,T,계좌이체,1500000,1,1,색연필 세트
2023-05-01-0063-1,2023-05-01,63,150,F,카카오페이,600000,17,4,지우개 세트
2023-05-01-0888-1,2023-05-01,888,200,F,신용카드,800000,17,4,지우개 세트
2023-05-01-0457-2,2023-05-01,457,200,F,신용카드,1000000,4,1,연필 세트
2023-05-01-0939-1,2023-05-01,939,100,F,신용카드,500000,1,1,색연필 세트
2023-05-02-0648-1,2023-05-02,648,20,T,계좌이체,30000,7,3,양장노트
2023-05-02-0849-1,2023-05-02,849,300,F,신용카드,1650000,12,3,리필 종이
2023-05-02-0219-1,2023-05-02,219,2,T,계좌이체,50000,5,2,가죽 필통
2023-05-02-0767-1,2023-05-02,767,400,F,신용카드,1600000,17,4,지우개 세트
2023-05-02-0713-1,2023-05-02,713,600,F,카카오페이,300000,16,4,연필
2023-05-02-0498-1,2023-05-02,498,10,F,계좌이체,220000,9,3,잠금장치 노트
2023-05-03-0257-1,2023-05-03,257,100,T,계좌이체,500000,1,1,색연필 세트
2023-05-03-0951-1,2023-05-03,951,2,F,계좌이체,50000,5,2,가죽 필통
2023-05-03-0584-1,2023-05-03,584,100,F,계좌이체,500000,4,1,연필 세트
2023-05-03-0487-1,2023-05-03,487,250,F,신용카드,1000000,17,4,지우개 세트
2023-05-03-0370-1,2023-05-03,370,3,F,신용카드,51000,3,1,드로잉 펜 8종 세트
2023-05-03-0234-1,2023-05-03,234,25,T,계좌이체,125000,1,1,색연필 세트
2023-05-03-0347-1,2023-05-03,347,5,F,계좌이체,125000,5,2,가죽 필통
2023-05-03-0368-1,2023-05-03,368,4,F,신용카드,68000,3,1,드로잉 펜 8종 세트
2023-05-03-0954-1,2023-05-03,954,3,F,계좌이체,150000,15,4,탄생석 펜
2023-05-04-0390-1,2023-05-04,390,2,T,카카오페이,120000,13,4,만년필
2023-05-04-0795-1,2023-05-04,795,200,F,신용카드,1000000,1,1,색연필 세트
2023-05-04-0680-1,2023-05-04,680,5,T,신용카드,300000,13,4,만년필
2023-05-04-0341-1,2023-05-04,341,25,F,계좌이체,300000,2,1,드로잉 펜 6종세트
2023-05-04-0108-1,2023-05-04,108,11,F,신용카드,187000,3,1,드로잉 펜 8종 세트
2023-05-04-0705-1,2023-05-04,705,2,F,계좌이체,44000,9,3,잠금장치 노트
2023-05-04-0215-1,2023-05-04,215,3,F,계좌이체,240000,11,3,실험 일지 세트
2023-05-04-0965-1,2023-05-04,965,50,T,계좌이체,250000,4,1,연필 세트
2023-05-05-0267-1,2023-05-05,267,3,F,신용카드,75000,5,2,가죽 필통
2023-05-05-0595-1,2023-05-05,595,250,F,신용카드,1250000,4,1,연필 세트
2023-05-05-0708-1,2023-05-05,708,300,F,계좌이체,450000,7,3,양장노트
2023-05-05-0807-1,2023-05-05,807,10,F,신용카드,120000,2,1,드로잉 펜 6종세트
2023-05-05-0547-1,2023-05-05,547,300,F,계좌이체,150000,16,4,연필
2023-05-05-0028-1,2023-05-05,28,2,F,신용카드,100000,15,4,탄생석 펜
2023-05-05-0609-1,2023-05-05,609,30,F,신용카드,120000,17,4,지우개 세트
2023-05-06-0733-1,2023-05-06,733,20,T,카카오페이,500000,5,2,가죽 필통
2023-05-06-0448-1,2023-05-06,448,250,F,계좌이체,375000,7,3,양장노트
2023-05-06-0225-1,2023-05-06,225,5,F,계좌이체,375000,14,4,만년필
2023-05-06-0795-1,2023-05-06,795,30,F,계좌이체,360000,2,1,드로잉 펜 6종세트
2023-05-07-0426-1,2023-05-07,426,50,F,계좌이체,850000,3,1,드로잉 펜 8종 세트
2023-05-07-0382-1,2023-05-07,382,5,F,계좌이체,375000,14,4,만년필
2023-05-07-0069-1,2023-05-07,69,10,T,계좌이체,270000,6,2,가죽 필통
2023-05-07-0843-1,2023-05-07,843,300,F,계좌이체,150000,16,4,연필
2023-05-07-0869-1,2023-05-07,869,200,F,신용카드,1100000,12,3,리필 종이
2023-05-07-0492-1,2023-05-07,492,40,F,계좌이체,480000,2,1,드로잉 펜 6종세트
2023-05-09-0147-1,2023-05-09,147,200,F,카카오페이,300000,7,3,양장노트
2023-05-09-0045-1,2023-05-09,45,350,F,신용카드,175000,16,4,연필
2023-05-09-0139-1,2023-05-09,139,20,F,카카오페이,340000,3,1,드로잉 펜 8종 세트
2023-05-09-0659-1,2023-05-09,659,600,F,신용카드,2400000,17,4,지우개 세트
2023-05-09-0646-1,2023-05-09,646,3,F,계좌이체,105000,10,3,잠금장치 노트
2023-05-09-0022-1,2023-05-09,22,20,F,계좌이체,100000,1,1,색연필 세트
2023-05-10-0455-1,2023-05-10,455,2,T,계좌이체,100000,15,4,탄생석 펜
2023-05-10-0335-1,2023-05-10,335,15,F,신용카드,255000,3,1,드로잉 펜 8종 세트
2023-05-10-0031-1,2023-05-10,31,3,T,계좌이체,240000,11,3,실험 일지 세트
2023-05-10-0629-1,2023-05-10,629,300,F,신용카드,1500000,1,1,색연필 세트
2023-05-10-0121-1,2023-05-10,121,1,F,계좌이체,80000,11,3,실험 일지 세트
2023-05-10-0736-1,2023-05-10,736,3,F,신용카드,105000,10,3,잠금장치 노트
2023-05-10-0124-1,2023-05-10,124,10,T,신용카드,50000,1,1,색연필 세트
2023-05-11-0458-1,2023-05-11,458,30,T,계좌이체,150000,4,1,연필 세트
2023-05-11-0340-1,2023-05-11,340,2,T,신용카드,54000,6,2,가죽 필통
2023-05-11-0829-1,2023-05-11,829,10,F,카카오페이,50000,1,1,색연필 세트
2023-05-11-0081-1,2023-05-11,81,500,F,계좌이체,2750000,12,3,리필 종이
2023-05-11-0787-1,2023-05-11,787,2,T,카카오페이,150000,14,4,만년필
2023-05-11-0009-1,2023-05-11,9,100,T,계좌이체,500000,4,1,연필 세트
2023-05-12-0036-1,2023-05-12,36,100,F,계좌이체,150000,7,3,양장노트
2023-05-12-0002-1,2023-05-12,2,25,F,신용카드,675000,6,2,가죽 필통
2023-05-12-0947-1,2023-05-12,947,300,F,신용카드,1650000,12,3,리필 종이
2023-05-12-0250-1,2023-05-12,250,2,T,신용카드,44000,9,3,잠금장치 노트
2023-05-13-0621-1,2023-05-13,621,33,F,카카오페이,165000,1,1,색연필 세트
2023-05-13-0597-1,2023-05-13,597,20,F,계좌이체,200000,8,3,다이어리
2023-05-13-0879-1,2023-05-13,879,200,T,계좌이체,300000,7,3,양장노트
2023-05-13-0227-1,2023-05-13,227,5,F,계좌이체,175000,10,3,잠금장치 노트
2023-05-14-0603-1,2023-05-14,603,20,F,신용카드,240000,2,1,드로잉 펜 6종세트
2023-05-14-0292-1,2023-05-14,292,20,F,계좌이체,340000,3,1,드로잉 펜 8종 세트
2023-05-14-0766-1,2023-05-14,766,100,F,카카오페이,550000,12,3,리필 종이
2023-05-15-0574-1,2023-05-15,574,20,F,카카오페이,440000,9,3,잠금장치 노트
2023-05-15-0513-1,2023-05-15,513,30,F,카카오페이,150000,4,1,연필 세트
2023-05-15-0798-1,2023-05-15,798,2,T,신용카드,90000,18,4,깃펜 세트
2023-05-15-0285-1,2023-05-15,285,2,F,신용카드,120000,13,4,만년필
2023-05-16-0019-1,2023-05-16,19,300,F,신용카드,1650000,12,3,리필 종이
2023-05-16-0182-1,2023-05-16,182,200,F,계좌이체,1000000,4,1,연필 세트
2023-05-16-0325-1,2023-05-16,325,20,F,신용카드,240000,2,1,드로잉 펜 6종세트
2023-05-17-0926-1,2023-05-17,926,100,T,계좌이체,150000,7,3,양장노트
2023-05-17-0374-1,2023-05-17,374,10,T,신용카드,250000,5,2,가죽 필통
2023-05-17-0421-1,2023-05-17,421,30,F,계좌이체,510000,3,1,드로잉 펜 8종 세트
2023-05-17-0361-1,2023-05-17,361,15,F,신용카드,330000,9,3,잠금장치 노트
2023-05-18-0465-1,2023-05-18,465,300,F,카카오페이,150000,16,4,연필
2023-05-18-0089-1,2023-05-18,89,1,F,신용카드,27000,6,2,가죽 필통
2023-05-18-0259-1,2023-05-18,259,10,F,신용카드,170000,3,1,드로잉 펜 8종 세트
2023-05-18-0203-1,2023-05-18,203,20,F,계좌이체,200000,8,3,다이어리
2023-05-18-0037-1,2023-05-18,37,100,F,계좌이체,150000,7,3,양장노트
2023-05-19-0311-1,2023-05-19,311,1,F,신용카드,60000,13,4,만년필
2023-05-19-0940-1,2023-05-19,940,3,F,신용카드,225000,14,4,만년필
2023-05-19-0412-1,2023-05-19,412,2,T,계좌이체,100000,15,4,탄생석 펜
2023-05-19-0866-1,2023-05-19,866,1,F,계좌이체,45000,18,4,깃펜 세트
2023-05-20-0269-1,2023-05-20,269,10,T,신용카드,270000,6,2,가죽 필통
2023-05-20-0079-1,2023-05-20,79,20,T,카카오페이,100000,4,1,연필 세트
2023-05-21-0077-1,2023-05-21,77,40,F,카카오페이,680000,3,1,드로잉 펜 8종 세트
2023-05-21-0823-1,2023-05-21,823,1,T,계좌이체,80000,11,3,실험 일지 세트
2023-05-21-0725-1,2023-05-21,725,3,T,신용카드,66000,9,3,잠금장치 노트
2023-05-21-0296-1,2023-05-21,296,100,T,신용카드,1000000,8,3,다이어리
2023-05-22-0773-1,2023-05-22,773,100,T,신용카드,1000000,8,3,다이어리
2023-05-22-0074-1,2023-05-22,74,500,F,계좌이체,2750000,12,3,리필 종이
2023-05-22-0502-1,2023-05-22,502,10,F,신용카드,170000,3,1,드로잉 펜 8종 세트
2023-05-22-0428-1,2023-05-22,428,20,F,카카오페이,340000,3,1,드로잉 펜 8종 세트
2023-05-23-0219-1,2023-05-23,219,10,F,신용카드,270000,6,2,가죽 필통
2023-05-23-0791-1,2023-05-23,791,15,T,신용카드,330000,9,3,잠금장치 노트
2023-05-23-0324-1,2023-05-23,324,1,T,카카오페이,80000,11,3,실험 일지 세트
2023-05-24-0254-1,2023-05-24,254,1,T,계좌이체,60000,13,4,만년필
2023-05-24-0985-1,2023-05-24,985,20,T,카카오페이,100000,4,1,연필 세트
2023-05-24-0325-1,2023-05-24,325,10,T,계좌이체,50000,1,1,색연필 세트
2023-05-24-0727-1,2023-05-24,727,20,F,신용카드,240000,2,1,드로잉 펜 6종세트
2023-05-24-0360-1,2023-05-24,360,5,F,계좌이체,50000,8,3,다이어리
2023-05-24-0604-1,2023-05-24,604,2,T,카카오페이,100000,15,4,탄생석 펜
2023-05-24-0881-1,2023-05-24,881,150,F,계좌이체,825000,12,3,리필 종이
2023-05-24-0717-1,2023-05-24,717,20,F,카카오페이,500000,5,2,가죽 필통
2023-05-25-0626-1,2023-05-25,626,20,T,카카오페이,100000,4,1,연필 세트
2023-05-25-0032-1,2023-05-25,32,15,F,신용카드,75000,1,1,색연필 세트
2023-05-25-0306-1,2023-05-25,306,3,F,계좌이체,51000,3,1,드로잉 펜 8종 세트
2023-05-26-0620-1,2023-05-26,620,2,T,신용카드,120000,13,4,만년필
2023-05-26-0177-1,2023-05-26,177,1,T,신용카드,60000,13,4,만년필
2023-05-26-0931-1,2023-05-26,931,2,F,카카오페이,150000,14,4,만년필
2023-05-28-0006-1,2023-05-28,6,2,T,카카오페이,100000,15,4,탄생석 펜
2023-05-28-0212-1,2023-05-28,212,300,F,계좌이체,150000,16,4,연필
2023-05-28-0567-1,2023-05-28,567,300,F,신용카드,1200000,17,4,지우개 세트
2023-05-28-0416-1,2023-05-28,416,1,F,신용카드,45000,18,4,깃펜 세트
2023-05-28-0895-1,2023-05-28,895,3,T,카카오페이,75000,5,2,가죽 필통
2023-05-29-0468-1,2023-05-29,468,5,T,신용카드,125000,5,2,가죽 필통
2023-05-29-0563-1,2023-05-29,563,20,F,신용카드,240000,2,1,드로잉 펜 6종세트
2023-05-29-0617-1,2023-05-29,617,50,T,계좌이체,250000,1,1,색연필 세트
2023-05-29-0570-1,2023-05-29,570,5,F,신용카드,125000,5,2,가죽 필통
2023-05-29-0893-1,2023-05-29,893,30,T,계좌이체,150000,4,1,연필 세트
2023-05-30-0065-1,2023-05-30,65,250,F,계좌이체,1375000,12,3,리필 종이
2023-05-30-0441-1,2023-05-30,441,100,F,계좌이체,1200000,2,1,드로잉 펜 6종세트
2023-05-30-0329-1,2023-05-30,329,4,F,카카오페이,108000,6,2,가죽 필통
2023-05-30-0587-1,2023-05-30,587,300,F,계좌이체,450000,7,3,양장노트
2023-05-30-0900-1,2023-05-30,900,5,F,계좌이체,175000,10,3,잠금장치 노트
