구매_ID,구매_날짜,구매자_ID,구매_수량,각인_서비스,결제_방식,총_결제_금액,상품_ID,카테고리,상품이름
2021-04-11-0273-1,2021-04-11,273,3,F,신용카드,225000,14,4,만년필
2021-04-12-0196-1,2021-04-12,196,71,T,신용카드,355000,4,1,연필 세트
2021-04-12-0346-1,2021-04-12,346,75,F,신용카드,2025000,6,2,가죽 필통
2021-04-12-0225-1,2021-04-12,225,21,T,계좌이체,462000,9,3,잠금장치 노트
2021-04-12-0113-1,2021-04-12,113,64,T,계좌이체,640000,8,3,다이어리
2021-04-12-0276-1,2021-04-12,276,18,T,신용카드,1350000,14,4,만년필
2021-04-12-0136-1,2021-04-12,136,42,F,신용카드,210000,4,1,연필 세트
2021-04-12-0155-1,2021-04-12,155,3,T,계좌이체,150000,15,4,탄생석 펜
2021-04-13-0176-1,2021-04-13,176,14,F,신용카드,378000,6,2,가죽 필통
2021-04-13-0012-1,2021-04-13,12,48,F,카카오페이,576000,2,1,드로잉 펜 6종세트
2021-04-13-0178-1,2021-04-13,178,2,F,계좌이체,90000,18,4,깃펜 세트
2021-04-14-0230-1,2021-04-14,230,19,T,계좌이체,855000,18,4,깃펜 세트
2021-04-14-0098-1,2021-04-14,98,94,F,신용카드,376000,17,4,지우개 세트
2021-04-14-0259-1,2021-04-14,259,12,F,카카오페이,6000,16,4,연필
2021-04-15-0030-1,2021-04-15,30,55,F,계좌이체,935000,3,1,드로잉 펜 8종 세트
2021-04-15-0093-1,2021-04-15,93,27,F,신용카드,135000,1,1,색연필 세트
2021-04-15-0372-1,2021-04-15,372,45,F,계좌이체,765000,3,1,드로잉 펜 8종 세트
2021-04-16-0261-1,2021-04-16,261,66,F,신용카드,33000,16,4,연필
2021-04-16-0178-1,2021-04-16,178,22,T,계좌이체,484000,9,3,잠금장치 노트
2021-04-16-0335-1,2021-04-16,335,18,T,신용카드,1080000,13,4,만년필
2021-04-17-0296-1,2021-04-17,296,14,T,계좌이체,308000,9,3,잠금장치 노트
2021-04-17-0254-1,2021-04-17,254,87,F,계좌이체,2349000,6,2,가죽 필통
2021-04-17-0239-1,2021-04-17,239,74,T,신용카드,111000,7,3,양장노트
2021-04-17-0329-1,2021-04-17,329,90,F,신용카드,1080000,2,1,드로잉 펜 6종세트
2021-04-17-0017-1,2021-04-17,17,96,F,신용카드,1152000,2,1,드로잉 펜 6종세트
2021-04-18-0085-1,2021-04-18,85,2,T,계좌이체,160000,11,3,실험 일지 세트
2021-04-18-0037-1,2021-04-18,37,5,T,신용카드,135000,6,2,가죽 필통
2021-04-19-0194-1,2021-04-19,194,29,F,신용카드,159500,12,3,리필 종이
2021-04-19-0220-1,2021-04-19,220,23,T,신용카드,1380000,13,4,만년필
2021-04-20-0268-1,2021-04-20,268,52,F,카카오페이,624000,2,1,드로잉 펜 6종세트
2021-04-20-0360-1,2021-04-20,360,23,T,신용카드,805000,10,3,잠금장치 노트
2021-04-21-0212-1,2021-04-21,212,95,F,계좌이체,950000,8,3,다이어리
2021-04-21-0036-1,2021-04-21,36,65,T,카카오페이,325000,4,1,연필 세트
2021-04-21-0031-1,2021-04-21,31,19,F,신용카드,76000,17,4,지우개 세트
2021-04-21-0078-1,2021-04-21,78,2,T,계좌이체,150000,14,4,만년필
2021-04-21-0374-1,2021-04-21,374,9,F,신용카드,315000,10,3,잠금장치 노트
2021-04-22-0344-1,2021-04-22,344,20,F,카카오페이,200000,8,3,다이어리
2021-04-22-0200-1,2021-04-22,200,63,F,신용카드,94500,7,3,양장노트
2021-04-22-0339-1,2021-04-22,339,10,T,계좌이체,350000,10,3,잠금장치 노트
2021-04-22-0245-1,2021-04-22,245,24,T,신용카드,1080000,18,4,깃펜 세트
2021-04-23-0185-1,2021-04-23,185,36,F,계좌이체,972000,6,2,가죽 필통
2021-04-24-0123-1,2021-04-24,123,18,F,계좌이체,306000,3,1,드로잉 펜 8종 세트
2021-04-24-0033-1,2021-04-24,33,95,F,카카오페이,522500,12,3,리필 종이
2021-04-24-0178-1,2021-04-24,178,18,F,신용카드,810000,18,4,깃펜 세트
2021-04-24-0142-1,2021-04-24,142,75,F,신용카드,375000,4,1,연필 세트
2021-04-24-0095-1,2021-04-24,95,22,F,신용카드,11000,16,4,연필
2021-04-25-0221-1,2021-04-25,221,15,F,신용카드,1125000,14,4,만년필
2021-04-26-0107-1,2021-04-26,107,2,F,신용카드,90000,18,4,깃펜 세트
2021-04-26-0212-1,2021-04-26,212,77,T,계좌이체,115500,7,3,양장노트
2021-04-26-0302-1,2021-04-26,302,61,T,계좌이체,305000,1,1,색연필 세트
2021-04-27-0207-1,2021-04-27,207,6,T,신용카드,360000,13,4,만년필
2021-04-27-0373-1,2021-04-27,373,78,T,신용카드,1950000,5,2,가죽 필통
2021-04-27-0088-1,2021-04-27,88,5,F,카카오페이,300000,13,4,만년필
2021-04-27-0368-1,2021-04-27,368,2,F,신용카드,24000,2,1,드로잉 펜 6종세트
2021-04-27-0307-1,2021-04-27,307,14,F,신용카드,168000,2,1,드로잉 펜 6종세트
2021-04-28-0027-1,2021-04-28,27,74,F,신용카드,1258000,3,1,드로잉 펜 8종 세트
2021-04-28-0039-1,2021-04-28,39,15,T,카카오페이,900000,13,4,만년필
2021-04-28-0067-1,2021-04-28,67,43,F,신용카드,1075000,5,2,가죽 필통
2021-04-28-0223-1,2021-04-28,223,13,F,계좌이체,650000,15,4,탄생석 펜
2021-04-29-0342-1,2021-04-29,342,63,F,계좌이체,94500,7,3,양장노트
2021-04-29-0076-1,2021-04-29,76,47,T,신용카드,1175000,5,2,가죽 필통
2021-04-29-0045-1,2021-04-29,45,9,F,신용카드,315000,10,3,잠금장치 노트
2021-04-30-0001-1,2021-04-30,1,93,F,신용카드,930000,8,3,다이어리
2021-04-30-0054-1,2021-04-30,54,14,F,신용카드,630000,18,4,깃펜 세트
2021-04-30-0322-1,2021-04-30,322,2,F,신용카드,160000,11,3,실험 일지 세트
2021-05-01-0080-1,2021-05-01,80,50,T,계좌이체,1350000,6,2,가죽 필통
2021-05-01-0103-1,2021-05-01,103,85,F,신용카드,1020000,2,1,드로잉 펜 6종세트
2021-05-01-0399-1,2021-05-01,399,66,F,신용카드,1122000,3,1,드로잉 펜 8종 세트
2021-05-01-0399-2,2021-05-01,399,50,F,계좌이체,275000,12,3,리필 종이
2021-05-01-0397-1,2021-05-01,397,37,F,계좌이체,444000,2,1,드로잉 펜 6종세트
2021-05-01-0186-1,2021-05-01,186,61,F,계좌이체,335500,12,3,리필 종이
2021-05-02-0024-1,2021-05-02,24,97,F,신용카드,2619000,6,2,가죽 필통
2021-05-03-0164-1,2021-05-03,164,37,F,계좌이체,185000,4,1,연필 세트
2021-05-03-0309-1,2021-05-03,309,51,F,신용카드,612000,2,1,드로잉 펜 6종세트
2021-05-04-0016-1,2021-05-04,16,50,F,계좌이체,250000,4,1,연필 세트
2021-05-04-0383-1,2021-05-04,383,69,F,계좌이체,34500,16,4,연필
2021-05-04-0112-1,2021-05-04,112,30,F,카카오페이,510000,3,1,드로잉 펜 8종 세트
2021-05-04-0050-1,2021-05-04,50,28,T,신용카드,140000,4,1,연필 세트
2021-05-04-0264-1,2021-05-04,264,10,T,카카오페이,100000,8,3,다이어리
2021-05-05-0153-1,2021-05-05,153,24,T,계좌이체,840000,10,3,잠금장치 노트
2021-05-05-0089-1,2021-05-05,89,42,F,신용카드,168000,17,4,지우개 세트
2021-05-05-0011-1,2021-05-05,11,66,T,신용카드,1452000,9,3,잠금장치 노트
2021-05-05-0089-2,2021-05-05,89,83,F,신용카드,41500,16,4,연필
2021-05-06-0213-1,2021-05-06,213,21,F,계좌이체,1050000,15,4,탄생석 펜
2021-05-06-0129-1,2021-05-06,129,25,F,신용카드,1125000,18,4,깃펜 세트
2021-05-06-0145-1,2021-05-06,145,1,F,계좌이체,22000,9,3,잠금장치 노트
2021-05-07-0060-1,2021-05-07,60,61,F,계좌이체,1037000,3,1,드로잉 펜 8종 세트
2021-05-08-0229-1,2021-05-08,229,19,F,신용카드,950000,15,4,탄생석 펜
2021-05-08-0180-1,2021-05-08,180,33,T,계좌이체,891000,6,2,가죽 필통
2021-05-08-0223-1,2021-05-08,223,50,F,카카오페이,850000,3,1,드로잉 펜 8종 세트
2021-05-08-0042-1,2021-05-08,42,42,F,계좌이체,168000,17,4,지우개 세트
2021-05-09-0087-1,2021-05-09,87,56,F,계좌이체,1232000,9,3,잠금장치 노트
2021-05-09-0083-1,2021-05-09,83,81,T,계좌이체,405000,4,1,연필 세트
2021-05-09-0021-1,2021-05-09,21,73,T,신용카드,1971000,6,2,가죽 필통
2021-05-09-0221-1,2021-05-09,221,29,F,신용카드,14500,16,4,연필
2021-05-09-0010-1,2021-05-09,10,15,F,계좌이체,22500,7,3,양장노트
2021-05-09-0173-1,2021-05-09,173,80,F,신용카드,1760000,9,3,잠금장치 노트
2021-05-10-0139-1,2021-05-10,139,25,F,신용카드,625000,5,2,가죽 필통
2021-05-10-0142-1,2021-05-10,142,28,F,신용카드,112000,17,4,지우개 세트
2021-05-10-0265-1,2021-05-10,265,71,T,신용카드,1917000,6,2,가죽 필통
2021-05-11-0196-1,2021-05-11,196,7,F,신용카드,420000,13,4,만년필
2021-05-11-0231-1,2021-05-11,231,4,F,카카오페이,140000,10,3,잠금장치 노트
2021-05-11-0231-2,2021-05-11,231,6,F,계좌이체,360000,13,4,만년필
2021-05-12-0395-1,2021-05-12,395,83,T,신용카드,124500,7,3,양장노트
2021-05-13-0290-1,2021-05-13,290,13,T,계좌이체,585000,18,4,깃펜 세트
2021-05-13-0065-1,2021-05-13,65,86,T,계좌이체,430000,1,1,색연필 세트
2021-05-13-0199-1,2021-05-13,199,13,T,계좌이체,585000,18,4,깃펜 세트
2021-05-13-0366-1,2021-05-13,366,91,F,카카오페이,45500,16,4,연필
2021-05-13-0147-1,2021-05-13,147,66,F,신용카드,264000,17,4,지우개 세트
2021-05-13-0020-1,2021-05-13,20,92,F,계좌이체,2484000,6,2,가죽 필통
2021-05-14-0143-1,2021-05-14,143,10,T,계좌이체,450000,18,4,깃펜 세트
2021-05-14-0125-1,2021-05-14,125,47,T,신용카드,70500,7,3,양장노트
2021-05-15-0057-1,2021-05-15,57,84,F,계좌이체,126000,7,3,양장노트
2021-05-15-0182-1,2021-05-15,182,21,F,신용카드,735000,10,3,잠금장치 노트
2021-05-15-0190-1,2021-05-15,190,21,F,신용카드,735000,10,3,잠금장치 노트
2021-05-16-0135-1,2021-05-16,135,12,F,계좌이체,60000,4,1,연필 세트
2021-05-17-0091-1,2021-05-17,91,93,F,신용카드,46500,16,4,연필
2021-05-17-0221-1,2021-05-17,221,3,T,계좌이체,150000,15,4,탄생석 펜
2021-05-17-0167-1,2021-05-17,167,17,F,계좌이체,459000,6,2,가죽 필통
2021-05-18-0380-1,2021-05-18,380,9,F,카카오페이,450000,15,4,탄생석 펜
2021-05-19-0116-1,2021-05-19,116,10,F,계좌이체,40000,17,4,지우개 세트
2021-05-19-0286-1,2021-05-19,286,1,T,계좌이체,80000,11,3,실험 일지 세트
2021-05-19-0254-1,2021-05-19,254,36,T,신용카드,792000,9,3,잠금장치 노트
2021-05-19-0184-1,2021-05-19,184,61,T,신용카드,1647000,6,2,가죽 필통
2021-05-20-0108-1,2021-05-20,108,27,F,신용카드,459000,3,1,드로잉 펜 8종 세트
2021-05-20-0051-1,2021-05-20,51,17,T,신용카드,1020000,13,4,만년필
2021-05-20-0269-1,2021-05-20,269,61,F,신용카드,305000,1,1,색연필 세트
2021-05-21-0036-1,2021-05-21,36,45,F,신용카드,765000,3,1,드로잉 펜 8종 세트
2021-05-21-0039-1,2021-05-21,39,67,T,신용카드,1474000,9,3,잠금장치 노트
2021-05-22-0122-1,2021-05-22,122,16,F,계좌이체,560000,10,3,잠금장치 노트
2021-05-23-0093-1,2021-05-23,93,25,F,계좌이체,125000,1,1,색연필 세트
2021-05-23-0185-1,2021-05-23,185,19,T,신용카드,665000,10,3,잠금장치 노트
2021-05-23-0093-2,2021-05-23,93,15,T,카카오페이,750000,15,4,탄생석 펜
2021-05-23-0164-1,2021-05-23,164,15,F,신용카드,1125000,14,4,만년필
2021-05-24-0291-1,2021-05-24,291,16,F,신용카드,560000,10,3,잠금장치 노트
2021-05-24-0333-1,2021-05-24,333,31,F,신용카드,15500,16,4,연필
2021-05-24-0133-1,2021-05-24,133,66,T,계좌이체,330000,1,1,색연필 세트
2021-05-24-0329-1,2021-05-24,329,20,T,카카오페이,500000,5,2,가죽 필통
2021-05-25-0065-1,2021-05-25,65,28,T,신용카드,140000,4,1,연필 세트
2021-05-26-0054-1,2021-05-26,54,27,T,신용카드,675000,5,2,가죽 필통
2021-05-26-0140-1,2021-05-26,140,6,T,신용카드,360000,13,4,만년필
2021-05-28-0041-1,2021-05-28,41,25,F,계좌이체,2000000,11,3,실험 일지 세트
2021-05-28-0395-1,2021-05-28,395,15,F,신용카드,82500,12,3,리필 종이
2021-05-28-0212-1,2021-05-28,212,1,F,신용카드,75000,14,4,만년필
2021-05-29-0058-1,2021-05-29,58,5,F,계좌이체,175000,10,3,잠금장치 노트
2021-05-29-0074-1,2021-05-29,74,15,T,신용카드,1200000,11,3,실험 일지 세트
2021-05-29-0340-1,2021-05-29,340,37,F,신용카드,629000,3,1,드로잉 펜 8종 세트
2021-05-29-0052-1,2021-05-29,52,25,T,계좌이체,875000,10,3,잠금장치 노트
2021-05-30-0058-1,2021-05-30,58,9,T,신용카드,198000,9,3,잠금장치 노트
2021-05-30-0186-1,2021-05-30,186,82,F,신용카드,41000,16,4,연필
2021-05-30-0304-1,2021-05-30,304,15,F,신용카드,7500,16,4,연필
2021-05-30-0176-1,2021-05-30,176,56,T,계좌이체,280000,4,1,연필 세트
2021-05-30-0049-1,2021-05-30,49,10,F,계좌이체,220000,9,3,잠금장치 노트
2021-05-31-0227-1,2021-05-31,227,39,F,계좌이체,195000,1,1,색연필 세트
2021-05-31-0027-1,2021-05-31,27,17,T,신용카드,765000,18,4,깃펜 세트
2021-05-31-0017-1,2021-05-31,17,9,T,신용카드,675000,14,4,만년필
2021-05-31-0330-1,2021-05-31,330,35,F,계좌이체,52500,7,3,양장노트
2021-05-31-0069-1,2021-05-31,69,3,F,신용카드,225000,14,4,만년필
2021-06-01-0190-1,2021-06-01,190,22,F,계좌이체,374000,3,1,드로잉 펜 8종 세트
2021-06-01-0180-1,2021-06-01,180,57,F,신용카드,1254000,9,3,잠금장치 노트
2021-06-01-0122-1,2021-06-01,122,53,F,신용카드,530000,8,3,다이어리
2021-06-02-0022-1,2021-06-02,22,4,T,신용카드,180000,18,4,깃펜 세트
2021-06-03-0224-1,2021-06-03,224,93,F,신용카드,46500,16,4,연필
2021-06-03-0160-1,2021-06-03,160,42,F,신용카드,168000,17,4,지우개 세트
2021-06-03-0251-1,2021-06-03,251,75,T,신용카드,1650000,9,3,잠금장치 노트
2021-06-04-0324-1,2021-06-04,324,9,F,계좌이체,450000,15,4,탄생석 펜
2021-06-05-0268-1,2021-06-05,268,54,T,신용카드,1350000,5,2,가죽 필통
2021-06-05-0264-1,2021-06-05,264,85,F,신용카드,340000,17,4,지우개 세트
2021-06-05-0149-1,2021-06-05,149,24,F,카카오페이,36000,7,3,양장노트
2021-06-05-0248-1,2021-06-05,248,64,T,신용카드,640000,8,3,다이어리
2021-06-06-0354-1,2021-06-06,354,54,T,신용카드,1350000,5,2,가죽 필통
2021-06-06-0077-1,2021-06-06,77,38,F,신용카드,380000,8,3,다이어리
2021-06-08-0002-1,2021-06-08,2,36,T,카카오페이,900000,5,2,가죽 필통
2021-06-08-0157-1,2021-06-08,157,30,F,신용카드,120000,17,4,지우개 세트
2021-06-08-0008-1,2021-06-08,8,23,T,계좌이체,1725000,14,4,만년필
2021-06-08-0092-1,2021-06-08,92,98,F,신용카드,1666000,3,1,드로잉 펜 8종 세트
2021-06-09-0041-1,2021-06-09,41,72,F,신용카드,360000,1,1,색연필 세트
2021-06-09-0067-1,2021-06-09,67,7,F,신용카드,420000,13,4,만년필
2021-06-10-0112-1,2021-06-10,112,62,F,계좌이체,31000,16,4,연필
2021-06-10-0185-1,2021-06-10,185,7,T,신용카드,350000,15,4,탄생석 펜
2021-06-10-0184-1,2021-06-10,184,22,F,계좌이체,1650000,14,4,만년필
2021-06-10-0001-1,2021-06-10,1,29,F,카카오페이,116000,17,4,지우개 세트
2021-06-10-0392-1,2021-06-10,392,76,F,신용카드,2052000,6,2,가죽 필통
2021-06-10-0371-1,2021-06-10,371,25,T,계좌이체,250000,8,3,다이어리
2021-06-10-0120-1,2021-06-10,120,30,F,신용카드,165000,12,3,리필 종이
2021-06-11-0121-1,2021-06-11,121,7,T,계좌이체,350000,15,4,탄생석 펜
2021-06-11-0093-1,2021-06-11,93,21,F,신용카드,115500,12,3,리필 종이
2021-06-11-0064-1,2021-06-11,64,100,T,신용카드,2500000,5,2,가죽 필통
2021-06-11-0132-1,2021-06-11,132,66,F,계좌이체,363000,12,3,리필 종이
2021-06-11-0160-1,2021-06-11,160,14,T,카카오페이,140000,8,3,다이어리
2021-06-12-0080-1,2021-06-12,80,7,T,계좌이체,245000,10,3,잠금장치 노트
2021-06-12-0394-1,2021-06-12,394,11,T,신용카드,110000,8,3,다이어리
2021-06-12-0369-1,2021-06-12,369,96,F,카카오페이,384000,17,4,지우개 세트
2021-06-12-0068-1,2021-06-12,68,94,F,신용카드,2068000,9,3,잠금장치 노트
2021-06-12-0190-1,2021-06-12,190,60,T,계좌이체,300000,1,1,색연필 세트
2021-06-13-0422-1,2021-06-13,422,88,F,신용카드,1936000,9,3,잠금장치 노트
2021-06-13-0260-1,2021-06-13,260,50,F,신용카드,200000,17,4,지우개 세트
2021-06-13-0209-1,2021-06-13,209,85,T,신용카드,1870000,9,3,잠금장치 노트
2021-06-14-0262-1,2021-06-14,262,16,T,카카오페이,960000,13,4,만년필
2021-06-15-0347-1,2021-06-15,347,7,F,계좌이체,420000,13,4,만년필
2021-06-15-0130-1,2021-06-15,130,21,F,신용카드,1575000,14,4,만년필
2021-06-16-0227-1,2021-06-16,227,95,F,계좌이체,522500,12,3,리필 종이
2021-06-16-0359-1,2021-06-16,359,11,T,계좌이체,495000,18,4,깃펜 세트
2021-06-16-0085-1,2021-06-16,85,43,T,계좌이체,215000,4,1,연필 세트
2021-06-16-0271-1,2021-06-16,271,12,F,계좌이체,48000,17,4,지우개 세트
2021-06-16-0380-1,2021-06-16,380,14,F,신용카드,308000,9,3,잠금장치 노트
2021-06-16-0117-1,2021-06-16,117,39,F,신용카드,663000,3,1,드로잉 펜 8종 세트
2021-06-17-0225-1,2021-06-17,225,52,T,신용카드,1300000,5,2,가죽 필통
2021-06-18-0067-1,2021-06-18,67,60,F,계좌이체,90000,7,3,양장노트
2021-06-18-0334-1,2021-06-18,334,77,T,카카오페이,385000,1,1,색연필 세트
2021-06-18-0408-1,2021-06-18,408,38,F,계좌이체,456000,2,1,드로잉 펜 6종세트
2021-06-18-0334-2,2021-06-18,334,21,T,계좌이체,945000,18,4,깃펜 세트
2021-06-18-0077-1,2021-06-18,77,5,T,카카오페이,225000,18,4,깃펜 세트
2021-06-19-0271-1,2021-06-19,271,63,T,신용카드,630000,8,3,다이어리
2021-06-19-0179-1,2021-06-19,179,72,F,계좌이체,396000,12,3,리필 종이
2021-06-19-0063-1,2021-06-19,63,53,T,계좌이체,265000,4,1,연필 세트
2021-06-20-0107-1,2021-06-20,107,19,F,카카오페이,950000,15,4,탄생석 펜
2021-06-20-0203-1,2021-06-20,203,83,F,신용카드,415000,1,1,색연필 세트
2021-06-21-0037-1,2021-06-21,37,51,T,신용카드,510000,8,3,다이어리
2021-06-21-0008-1,2021-06-21,8,72,F,신용카드,288000,17,4,지우개 세트
2021-06-21-0303-1,2021-06-21,303,13,T,카카오페이,975000,14,4,만년필
2021-06-22-0344-1,2021-06-22,344,23,F,계좌이체,92000,17,4,지우개 세트
2021-06-22-0254-1,2021-06-22,254,96,F,계좌이체,528000,12,3,리필 종이
2021-06-23-0315-1,2021-06-23,315,56,F,카카오페이,84000,7,3,양장노트
2021-06-23-0331-1,2021-06-23,331,6,F,계좌이체,210000,10,3,잠금장치 노트
2021-06-23-0153-1,2021-06-23,153,76,F,신용카드,1292000,3,1,드로잉 펜 8종 세트
2021-06-24-0158-1,2021-06-24,158,77,F,카카오페이,385000,1,1,색연필 세트
2021-06-24-0392-1,2021-06-24,392,81,T,신용카드,1782000,9,3,잠금장치 노트
2021-06-24-0004-1,2021-06-24,4,28,F,신용카드,154000,12,3,리필 종이
2021-06-24-0010-1,2021-06-24,10,6,T,계좌이체,480000,11,3,실험 일지 세트
2021-06-25-0186-1,2021-06-25,186,98,F,계좌이체,490000,4,1,연필 세트
2021-06-25-0100-1,2021-06-25,100,26,T,계좌이체,260000,8,3,다이어리
2021-06-25-0359-1,2021-06-25,359,57,F,계좌이체,570000,8,3,다이어리
2021-06-25-0236-1,2021-06-25,236,56,F,신용카드,1400000,5,2,가죽 필통
2021-06-26-0304-1,2021-06-26,304,29,F,신용카드,290000,8,3,다이어리
2021-06-26-0304-2,2021-06-26,304,45,F,신용카드,540000,2,1,드로잉 펜 6종세트
2021-06-26-0378-1,2021-06-26,378,24,T,신용카드,120000,4,1,연필 세트
2021-06-26-0325-1,2021-06-26,325,57,F,신용카드,570000,8,3,다이어리
2021-06-27-0284-1,2021-06-27,284,2,T,신용카드,120000,13,4,만년필
2021-06-27-0297-1,2021-06-27,297,51,F,카카오페이,867000,3,1,드로잉 펜 8종 세트
2021-06-27-0083-1,2021-06-27,83,6,F,카카오페이,210000,10,3,잠금장치 노트
2021-06-28-0184-1,2021-06-28,184,14,T,신용카드,630000,18,4,깃펜 세트
2021-06-28-0264-1,2021-06-28,264,11,T,계좌이체,550000,15,4,탄생석 펜
2021-06-28-0380-1,2021-06-28,380,85,F,신용카드,1020000,2,1,드로잉 펜 6종세트
2021-06-29-0390-1,2021-06-29,390,3,T,계좌이체,240000,11,3,실험 일지 세트
2021-06-29-0302-1,2021-06-29,302,78,T,신용카드,780000,8,3,다이어리
2021-06-29-0022-1,2021-06-29,22,22,F,신용카드,1100000,15,4,탄생석 펜
2021-06-30-0106-1,2021-06-30,106,13,F,카카오페이,455000,10,3,잠금장치 노트
2021-06-30-0311-1,2021-06-30,311,18,F,신용카드,1440000,11,3,실험 일지 세트
2021-06-30-0299-1,2021-06-30,299,50,F,신용카드,1350000,6,2,가죽 필통
2021-06-30-0219-1,2021-06-30,219,22,T,카카오페이,484000,9,3,잠금장치 노트
2021-07-01-0204-1,2021-07-01,204,15,F,카카오페이,375000,5,2,가죽 필통
2021-07-01-0435-1,2021-07-01,435,83,F,계좌이체,456500,12,3,리필 종이
2021-07-01-0061-1,2021-07-01,61,11,F,신용카드,132000,2,1,드로잉 펜 6종세트
2021-07-01-0082-1,2021-07-01,82,49,T,신용카드,1225000,5,2,가죽 필통
2021-07-02-0329-1,2021-07-02,329,61,F,신용카드,732000,2,1,드로잉 펜 6종세트
2021-07-02-0127-1,2021-07-02,127,52,F,신용카드,26000,16,4,연필
2021-07-02-0021-1,2021-07-02,21,52,F,카카오페이,884000,3,1,드로잉 펜 8종 세트
2021-07-02-0313-1,2021-07-02,313,16,T,신용카드,1200000,14,4,만년필
2021-07-03-0395-1,2021-07-03,395,17,F,계좌이체,1020000,13,4,만년필
2021-07-03-0099-1,2021-07-03,99,5,T,카카오페이,300000,13,4,만년필
2021-07-03-0173-1,2021-07-03,173,21,T,신용카드,1680000,11,3,실험 일지 세트
2021-07-03-0327-1,2021-07-03,327,23,F,신용카드,126500,12,3,리필 종이
2021-07-04-0277-1,2021-07-04,277,32,T,카카오페이,704000,9,3,잠금장치 노트
2021-07-04-0306-1,2021-07-04,306,1,F,카카오페이,80000,11,3,실험 일지 세트
2021-07-04-0295-1,2021-07-04,295,10,F,카카오페이,800000,11,3,실험 일지 세트
2021-07-04-0082-1,2021-07-04,82,12,F,계좌이체,960000,11,3,실험 일지 세트
2021-07-04-0377-1,2021-07-04,377,20,T,계좌이체,100000,1,1,색연필 세트
2021-07-04-0338-1,2021-07-04,338,97,F,신용카드,2134000,9,3,잠금장치 노트
2021-07-04-0115-1,2021-07-04,115,64,F,신용카드,1728000,6,2,가죽 필통
2021-07-05-0193-1,2021-07-05,193,13,F,신용카드,130000,8,3,다이어리
2021-07-06-0227-1,2021-07-06,227,12,T,계좌이체,60000,4,1,연필 세트
2021-07-06-0328-1,2021-07-06,328,86,F,계좌이체,430000,1,1,색연필 세트
2021-07-06-0412-1,2021-07-06,412,8,F,카카오페이,600000,14,4,만년필
2021-07-06-0010-1,2021-07-06,10,64,T,신용카드,1728000,6,2,가죽 필통
2021-07-06-0439-1,2021-07-06,439,18,F,신용카드,1350000,14,4,만년필
2021-07-07-0144-1,2021-07-07,144,11,T,카카오페이,880000,11,3,실험 일지 세트
2021-07-07-0425-1,2021-07-07,425,20,F,계좌이체,900000,18,4,깃펜 세트
2021-07-07-0138-1,2021-07-07,138,84,F,카카오페이,42000,16,4,연필
2021-07-07-0289-1,2021-07-07,289,78,F,신용카드,780000,8,3,다이어리
2021-07-07-0112-1,2021-07-07,112,71,F,신용카드,1207000,3,1,드로잉 펜 8종 세트
2021-07-07-0203-1,2021-07-07,203,100,F,카카오페이,400000,17,4,지우개 세트
2021-07-08-0423-1,2021-07-08,423,2,F,신용카드,160000,11,3,실험 일지 세트
2021-07-08-0042-1,2021-07-08,42,24,F,신용카드,1440000,13,4,만년필
2021-07-09-0375-1,2021-07-09,375,1,F,카카오페이,17000,3,1,드로잉 펜 8종 세트
2021-07-09-0384-1,2021-07-09,384,57,T,카카오페이,1539000,6,2,가죽 필통
2021-07-10-0409-1,2021-07-10,409,84,F,신용카드,336000,17,4,지우개 세트
2021-07-10-0410-1,2021-07-10,410,14,F,계좌이체,168000,2,1,드로잉 펜 6종세트
2021-07-11-0039-1,2021-07-11,39,17,F,카카오페이,85000,1,1,색연필 세트
2021-07-11-0312-1,2021-07-11,312,29,F,신용카드,290000,8,3,다이어리
2021-07-12-0210-1,2021-07-12,210,43,F,계좌이체,172000,17,4,지우개 세트
2021-07-12-0413-1,2021-07-12,413,99,T,신용카드,2475000,5,2,가죽 필통
2021-07-12-0414-1,2021-07-12,414,9,T,계좌이체,405000,18,4,깃펜 세트
2021-07-12-0088-1,2021-07-12,88,20,F,계좌이체,1500000,14,4,만년필
2021-07-12-0402-1,2021-07-12,402,93,F,신용카드,2325000,5,2,가죽 필통
2021-07-12-0389-1,2021-07-12,389,58,F,신용카드,87000,7,3,양장노트
2021-07-13-0379-1,2021-07-13,379,21,T,신용카드,1575000,14,4,만년필
2021-07-14-0196-1,2021-07-14,196,3,T,신용카드,180000,13,4,만년필
2021-07-14-0358-1,2021-07-14,358,68,T,계좌이체,1496000,9,3,잠금장치 노트
2021-07-15-0304-1,2021-07-15,304,20,T,계좌이체,700000,10,3,잠금장치 노트
2021-07-15-0072-1,2021-07-15,72,72,F,신용카드,1584000,9,3,잠금장치 노트
2021-07-15-0253-1,2021-07-15,253,39,F,신용카드,58500,7,3,양장노트
2021-07-16-0247-1,2021-07-16,247,48,T,계좌이체,240000,4,1,연필 세트
2021-07-16-0244-1,2021-07-16,244,97,F,신용카드,1164000,2,1,드로잉 펜 6종세트
2021-07-17-0024-1,2021-07-17,24,17,F,신용카드,1275000,14,4,만년필
2021-07-17-0155-1,2021-07-17,155,19,T,신용카드,1520000,11,3,실험 일지 세트
2021-07-17-0216-1,2021-07-17,216,52,T,신용카드,1300000,5,2,가죽 필통
2021-07-18-0269-1,2021-07-18,269,24,F,계좌이체,288000,2,1,드로잉 펜 6종세트
2021-07-18-0148-1,2021-07-18,148,1,T,신용카드,35000,10,3,잠금장치 노트
