구매_ID,구매_날짜,구매자_ID,상품_ID,구매_수량,각인_서비스,결제_방식, 총_결제_금액 
2021-04-18-0085-1,2021-04-18,0085,S5,2,T,계좌이체," 160,000 "
2021-04-18-0037-1,2021-04-18,0037,C2,5,T,신용카드," 135,000 "
2021-04-19-0194-1,2021-04-19,0194,S6,29,F,신용카드," 159,500 "
2021-04-19-0220-1,2021-04-19,0220,W1,23,T,신용카드," 1,380,000 "
2021-04-20-0268-1,2021-04-20,0268,A2,52,F,카카오페이," 624,000 "
2021-04-20-0360-1,2021-04-20,0360,S4,23,T,신용카드," 805,000 "
2021-04-21-0212-1,2021-04-21,0212,S2,95,F,계좌이체," 950,000 "
2021-04-21-0036-1,2021-04-21,0036,A4,65,T,카카오페이," 325,000 "
2021-04-21-0031-1,2021-04-21,0031,W5,19,F,신용카드," 76,000 "
2021-04-21-0078-1,2021-04-21,0078,W2,2,T,계좌이체," 150,000 "
2021-04-21-0374-1,2021-04-21,0374,S4,9,F,신용카드," 315,000 "
2021-04-22-0344-1,2021-04-22,0344,S2,20,F,카카오페이," 200,000 "
2021-04-22-0200-1,2021-04-22,0200,S1,63,F,신용카드," 94,500 "
2021-04-22-0339-1,2021-04-22,0339,S4,10,T,계좌이체," 350,000 "
2021-04-22-0245-1,2021-04-22,0245,W6,24,T,신용카드," 1,080,000 "
2021-04-23-0185-1,2021-04-23,0185,C2,36,F,계좌이체," 972,000 "
2021-04-24-0123-1,2021-04-24,0123,A3,18,F,계좌이체," 306,000 "
2021-04-24-0033-1,2021-04-24,0033,S6,95,F,카카오페이," 522,500 "
2021-04-24-0178-1,2021-04-24,0178,W6,18,F,신용카드," 810,000 "
2021-04-24-0142-1,2021-04-24,0142,A4,75,F,신용카드," 375,000 "
2021-04-24-0095-1,2021-04-24,0095,W4,22,F,신용카드," 11,000 "
2021-04-25-0221-1,2021-04-25,0221,W2,15,F,신용카드," 1,125,000 "
2021-04-26-0107-1,2021-04-26,0107,W6,2,F,신용카드," 90,000 "
2021-04-26-0212-1,2021-04-26,0212,S1,77,T,계좌이체," 115,500 "
2021-04-26-0302-1,2021-04-26,0302,A1,61,T,계좌이체," 305,000 "
2021-04-27-0207-1,2021-04-27,0207,W1,6,T,신용카드," 360,000 "
2021-04-27-0373-1,2021-04-27,0373,C1,78,T,신용카드," 1,950,000 "
2021-04-27-0088-1,2021-04-27,0088,W1,5,F,카카오페이," 300,000 "
2021-04-27-0368-1,2021-04-27,0368,A2,2,F,신용카드," 24,000 "
2021-04-27-0307-1,2021-04-27,0307,A2,14,F,신용카드," 168,000 "
2021-04-28-0027-1,2021-04-28,0027,A3,74,F,신용카드," 1,258,000 "
2021-04-28-0039-1,2021-04-28,0039,W1,15,T,카카오페이," 900,000 "
2021-04-28-0067-1,2021-04-28,0067,C1,43,F,신용카드," 1,075,000 "
2021-04-28-0223-1,2021-04-28,0223,W3,13,F,계좌이체," 650,000 "
2021-04-29-0342-1,2021-04-29,0342,S1,63,F,계좌이체," 94,500 "
2021-04-29-0076-1,2021-04-29,0076,C1,47,T,신용카드," 1,175,000 "
2021-04-29-0045-1,2021-04-29,0045,S4,9,F,신용카드," 315,000 "
2021-04-30-0001-1,2021-04-30,0001,S2,93,F,신용카드," 930,000 "
2021-04-30-0054-1,2021-04-30,0054,W6,14,F,신용카드," 630,000 "
2021-04-30-0322-1,2021-04-30,0322,S5,2,F,신용카드," 160,000 "
2021-05-01-0080-1,2021-05-01,0080,C2,50,T,계좌이체," 1,350,000 "
2021-05-01-0103-1,2021-05-01,0103,A2,85,F,신용카드," 1,020,000 "
2021-05-01-0399-1,2021-05-01,0399,A3,66,F,신용카드," 1,122,000 "
2021-05-01-0399-2,2021-05-01,0399,S6,50,F,계좌이체," 275,000 "
2021-05-01-0397-1,2021-05-01,0397,A2,37,F,계좌이체," 444,000 "
2021-05-01-0186-1,2021-05-01,0186,S6,61,F,계좌이체," 335,500 "
2021-05-02-0024-1,2021-05-02,0024,C2,97,F,신용카드," 2,619,000 "
2021-05-03-0164-1,2021-05-03,0164,A4,37,F,계좌이체," 185,000 "
2021-05-03-0309-1,2021-05-03,0309,A2,51,F,신용카드," 612,000 "
2021-05-04-0016-1,2021-05-04,0016,A4,50,F,계좌이체," 250,000 "
2021-05-04-0383-1,2021-05-04,0383,W4,69,F,계좌이체," 34,500 "
2021-05-04-0112-1,2021-05-04,0112,A3,30,F,카카오페이," 510,000 "
2021-05-04-0050-1,2021-05-04,0050,A4,28,T,신용카드," 140,000 "
2021-05-04-0264-1,2021-05-04,0264,S2,10,T,카카오페이," 100,000 "
2021-05-05-0153-1,2021-05-05,0153,S4,24,T,계좌이체," 840,000 "
2021-05-05-0089-1,2021-05-05,0089,W5,42,F,신용카드," 168,000 "
2021-05-05-0011-1,2021-05-05,0011,S3,66,T,신용카드," 1,452,000 "
2021-05-05-0089-2,2021-05-05,0089,W4,83,F,신용카드," 41,500 "
2021-05-06-0213-1,2021-05-06,0213,W3,21,F,계좌이체," 1,050,000 "
2021-05-06-0129-1,2021-05-06,0129,W6,25,F,신용카드," 1,125,000 "
2021-05-06-0145-1,2021-05-06,0145,S3,1,F,계좌이체," 22,000 "
2021-05-07-0060-1,2021-05-07,0060,A3,61,F,계좌이체," 1,037,000 "
2021-05-08-0229-1,2021-05-08,0229,W3,19,F,신용카드," 950,000 "
2021-05-08-0180-1,2021-05-08,0180,C2,33,T,계좌이체," 891,000 "
2021-05-08-0223-1,2021-05-08,0223,A3,50,F,카카오페이," 850,000 "
2021-05-08-0042-1,2021-05-08,0042,W5,42,F,계좌이체," 168,000 "
2021-05-09-0087-1,2021-05-09,0087,S3,56,F,계좌이체," 1,232,000 "
2021-05-09-0083-1,2021-05-09,0083,A4,81,T,계좌이체," 405,000 "
2021-05-09-0021-1,2021-05-09,0021,C2,73,T,신용카드," 1,971,000 "
2021-05-09-0221-1,2021-05-09,0221,W4,29,F,신용카드," 14,500 "
2021-05-09-0010-1,2021-05-09,0010,S1,15,F,계좌이체," 22,500 "
2021-05-09-0173-1,2021-05-09,0173,S3,80,F,신용카드," 1,760,000 "
2021-05-10-0139-1,2021-05-10,0139,C1,25,F,신용카드," 625,000 "
2021-05-10-0142-1,2021-05-10,0142,W5,28,F,신용카드," 112,000 "
2021-05-10-0265-1,2021-05-10,0265,C2,71,T,신용카드," 1,917,000 "
2021-05-11-0196-1,2021-05-11,0196,W1,7,F,신용카드," 420,000 "
2021-05-11-0231-1,2021-05-11,0231,S4,4,F,카카오페이," 140,000 "
2021-05-11-0231-2,2021-05-11,0231,W1,6,F,계좌이체," 360,000 "
2021-05-12-0395-1,2021-05-12,0395,S1,83,T,신용카드," 124,500 "
2021-05-13-0290-1,2021-05-13,0290,W6,13,T,계좌이체," 585,000 "
2021-05-13-0065-1,2021-05-13,0065,A1,86,T,계좌이체," 430,000 "
2021-05-13-0199-1,2021-05-13,0199,W6,13,T,계좌이체," 585,000 "
2021-05-13-0366-1,2021-05-13,0366,W4,91,F,카카오페이," 45,500 "
2021-05-13-0147-1,2021-05-13,0147,W5,66,F,신용카드," 264,000 "
2021-05-13-0020-1,2021-05-13,0020,C2,92,F,계좌이체," 2,484,000 "
2021-05-14-0143-1,2021-05-14,0143,W6,10,T,계좌이체," 450,000 "
2021-05-14-0125-1,2021-05-14,0125,S1,47,T,신용카드," 70,500 "
2021-05-15-0057-1,2021-05-15,0057,S1,84,F,계좌이체," 126,000 "
2021-05-15-0182-1,2021-05-15,0182,S4,21,F,신용카드," 735,000 "
2021-05-15-0190-1,2021-05-15,0190,S4,21,F,신용카드," 735,000 "
2021-05-16-0135-1,2021-05-16,0135,A4,12,F,계좌이체," 60,000 "
2021-05-17-0091-1,2021-05-17,0091,W4,93,F,신용카드," 46,500 "
2021-05-17-0221-1,2021-05-17,0221,W3,3,T,계좌이체," 150,000 "
2021-05-17-0167-1,2021-05-17,0167,C2,17,F,계좌이체," 459,000 "
2021-05-18-0380-1,2021-05-18,0380,W3,9,F,카카오페이," 450,000 "
2021-05-19-0116-1,2021-05-19,0116,W5,10,F,계좌이체," 40,000 "
2021-05-19-0286-1,2021-05-19,0286,S5,1,T,계좌이체," 80,000 "
2021-05-19-0254-1,2021-05-19,0254,S3,36,T,신용카드," 792,000 "
2021-05-19-0184-1,2021-05-19,0184,C2,61,T,신용카드," 1,647,000 "
2021-05-20-0108-1,2021-05-20,0108,A3,27,F,신용카드," 459,000 "
2021-05-20-0051-1,2021-05-20,0051,W1,17,T,신용카드," 1,020,000 "
2021-05-20-0269-1,2021-05-20,0269,A1,61,F,신용카드," 305,000 "
2021-05-21-0036-1,2021-05-21,0036,A3,45,F,신용카드," 765,000 "
2021-05-21-0039-1,2021-05-21,0039,S3,67,T,신용카드," 1,474,000 "
2021-05-22-0122-1,2021-05-22,0122,S4,16,F,계좌이체," 560,000 "
2021-05-23-0093-1,2021-05-23,0093,A1,25,F,계좌이체," 125,000 "
2021-05-23-0185-1,2021-05-23,0185,S4,19,T,신용카드," 665,000 "
2021-05-23-0093-2,2021-05-23,0093,W3,15,T,카카오페이," 750,000 "
2021-05-23-0164-1,2021-05-23,0164,W2,15,F,신용카드," 1,125,000 "
2021-05-24-0291-1,2021-05-24,0291,S4,16,F,신용카드," 560,000 "
2021-05-24-0333-1,2021-05-24,0333,W4,31,F,신용카드," 15,500 "
2021-05-24-0133-1,2021-05-24,0133,A1,66,T,계좌이체," 330,000 "
2021-05-24-0329-1,2021-05-24,0329,C1,20,T,카카오페이," 500,000 "
2021-05-25-0065-1,2021-05-25,0065,A4,28,T,신용카드," 140,000 "
2021-05-26-0054-1,2021-05-26,0054,C1,27,T,신용카드," 675,000 "
2021-05-26-0140-1,2021-05-26,0140,W1,6,T,신용카드," 360,000 "
2021-05-28-0041-1,2021-05-28,0041,S5,25,F,계좌이체," 2,000,000 "
2021-05-28-0395-1,2021-05-28,0395,S6,15,F,신용카드," 82,500 "
2021-05-28-0212-1,2021-05-28,0212,W2,1,F,신용카드," 75,000 "
2021-05-29-0058-1,2021-05-29,0058,S4,5,F,계좌이체," 175,000 "
2021-05-29-0074-1,2021-05-29,0074,S5,15,T,신용카드," 1,200,000 "
2021-05-29-0340-1,2021-05-29,0340,A3,37,F,신용카드," 629,000 "
2021-05-29-0052-1,2021-05-29,0052,S4,25,T,계좌이체," 875,000 "
2021-05-30-0058-1,2021-05-30,0058,S3,9,T,신용카드," 198,000 "
2021-05-30-0186-1,2021-05-30,0186,W4,82,F,신용카드," 41,000 "
2021-05-30-0304-1,2021-05-30,0304,W4,15,F,신용카드," 7,500 "
2021-05-30-0176-1,2021-05-30,0176,A4,56,T,계좌이체," 280,000 "
2021-05-30-0049-1,2021-05-30,0049,S3,10,F,계좌이체," 220,000 "
2021-05-31-0227-1,2021-05-31,0227,A1,39,F,계좌이체," 195,000 "
2021-05-31-0027-1,2021-05-31,0027,W6,17,T,신용카드," 765,000 "
2021-05-31-0017-1,2021-05-31,0017,W2,9,T,신용카드," 675,000 "
2021-05-31-0330-1,2021-05-31,0330,S1,35,F,계좌이체," 52,500 "
2021-05-31-0069-1,2021-05-31,0069,W2,3,F,신용카드," 225,000 "
2021-06-01-0190-1,2021-06-01,0190,A3,22,F,계좌이체," 374,000 "
2021-06-01-0180-1,2021-06-01,0180,S3,57,F,신용카드," 1,254,000 "
2021-06-01-0122-1,2021-06-01,0122,S2,53,F,신용카드," 530,000 "
2021-06-02-0022-1,2021-06-02,0022,W6,4,T,신용카드," 180,000 "
2021-06-03-0224-1,2021-06-03,0224,W4,93,F,신용카드," 46,500 "
2021-06-03-0160-1,2021-06-03,0160,W5,42,F,신용카드," 168,000 "
2021-06-03-0251-1,2021-06-03,0251,S3,75,T,신용카드," 1,650,000 "
2021-06-04-0324-1,2021-06-04,0324,W3,9,F,계좌이체," 450,000 "
2021-06-05-0268-1,2021-06-05,0268,C1,54,T,신용카드," 1,350,000 "
2021-06-05-0264-1,2021-06-05,0264,W5,85,F,신용카드," 340,000 "
2021-06-05-0149-1,2021-06-05,0149,S1,24,F,카카오페이," 36,000 "
2021-06-05-0248-1,2021-06-05,0248,S2,64,T,신용카드," 640,000 "
2021-06-06-0354-1,2021-06-06,0354,C1,54,T,신용카드," 1,350,000 "
2021-06-06-0077-1,2021-06-06,0077,S2,38,F,신용카드," 380,000 "
2021-06-08-0002-1,2021-06-08,0002,C1,36,T,카카오페이," 900,000 "
2021-06-08-0157-1,2021-06-08,0157,W5,30,F,신용카드," 120,000 "
2021-06-08-0008-1,2021-06-08,0008,W2,23,T,계좌이체," 1,725,000 "
2021-06-08-0092-1,2021-06-08,0092,A3,98,F,신용카드," 1,666,000 "
2021-06-09-0041-1,2021-06-09,0041,A1,72,F,신용카드," 360,000 "
2021-06-09-0067-1,2021-06-09,0067,W1,7,F,신용카드," 420,000 "
2021-06-10-0112-1,2021-06-10,0112,W4,62,F,계좌이체," 31,000 "
2021-06-10-0185-1,2021-06-10,0185,W3,7,T,신용카드," 350,000 "
2021-06-10-0184-1,2021-06-10,0184,W2,22,F,계좌이체," 1,650,000 "
2021-06-10-0001-1,2021-06-10,0001,W5,29,F,카카오페이," 116,000 "
2021-06-10-0392-1,2021-06-10,0392,C2,76,F,신용카드," 2,052,000 "
2021-06-10-0371-1,2021-06-10,0371,S2,25,T,계좌이체," 250,000 "
2021-06-10-0120-1,2021-06-10,0120,S6,30,F,신용카드," 165,000 "
2021-06-11-0121-1,2021-06-11,0121,W3,7,T,계좌이체," 350,000 "
2021-06-11-0093-1,2021-06-11,0093,S6,21,F,신용카드," 115,500 "
2021-06-11-0064-1,2021-06-11,0064,C1,100,T,신용카드," 2,500,000 "
2021-06-11-0132-1,2021-06-11,0132,S6,66,F,계좌이체," 363,000 "
2021-06-11-0160-1,2021-06-11,0160,S2,14,T,카카오페이," 140,000 "
2021-06-12-0080-1,2021-06-12,0080,S4,7,T,계좌이체," 245,000 "
2021-06-12-0394-1,2021-06-12,0394,S2,11,T,신용카드," 110,000 "
2021-06-12-0369-1,2021-06-12,0369,W5,96,F,카카오페이," 384,000 "
2021-06-12-0068-1,2021-06-12,0068,S3,94,F,신용카드," 2,068,000 "
2021-06-12-0190-1,2021-06-12,0190,A1,60,T,계좌이체," 300,000 "
2021-06-13-0422-1,2021-06-13,0422,S3,88,F,신용카드," 1,936,000 "
2021-06-13-0260-1,2021-06-13,0260,W5,50,F,신용카드," 200,000 "
2021-06-13-0209-1,2021-06-13,0209,S3,85,T,신용카드," 1,870,000 "
2021-06-14-0262-1,2021-06-14,0262,W1,16,T,카카오페이," 960,000 "
2021-06-15-0347-1,2021-06-15,0347,W1,7,F,계좌이체," 420,000 "
2021-06-15-0130-1,2021-06-15,0130,W2,21,F,신용카드," 1,575,000 "
2021-06-16-0227-1,2021-06-16,0227,S6,95,F,계좌이체," 522,500 "
2021-06-16-0359-1,2021-06-16,0359,W6,11,T,계좌이체," 495,000 "
2021-06-16-0085-1,2021-06-16,0085,A4,43,T,계좌이체," 215,000 "
2021-06-16-0271-1,2021-06-16,0271,W5,12,F,계좌이체," 48,000 "
2021-06-16-0380-1,2021-06-16,0380,S3,14,F,신용카드," 308,000 "
2021-06-16-0117-1,2021-06-16,0117,A3,39,F,신용카드," 663,000 "
2021-06-17-0225-1,2021-06-17,0225,C1,52,T,신용카드," 1,300,000 "
2021-06-18-0067-1,2021-06-18,0067,S1,60,F,계좌이체," 90,000 "
2021-06-18-0334-1,2021-06-18,0334,A1,77,T,카카오페이," 385,000 "
2021-06-18-0408-1,2021-06-18,0408,A2,38,F,계좌이체," 456,000 "
2021-06-18-0334-2,2021-06-18,0334,W6,21,T,계좌이체," 945,000 "
2021-06-18-0077-1,2021-06-18,0077,W6,5,T,카카오페이," 225,000 "
2021-06-19-0271-1,2021-06-19,0271,S2,63,T,신용카드," 630,000 "
2021-06-19-0179-1,2021-06-19,0179,S6,72,F,계좌이체," 396,000 "
2021-06-19-0063-1,2021-06-19,0063,A4,53,T,계좌이체," 265,000 "
2021-06-20-0107-1,2021-06-20,0107,W3,19,F,카카오페이," 950,000 "
2021-06-20-0203-1,2021-06-20,0203,A1,83,F,신용카드," 415,000 "
2021-06-21-0037-1,2021-06-21,0037,S2,51,T,신용카드," 510,000 "
2021-06-21-0008-1,2021-06-21,0008,W5,72,F,신용카드," 288,000 "
2021-06-21-0303-1,2021-06-21,0303,W2,13,T,카카오페이," 975,000 "
2021-06-22-0344-1,2021-06-22,0344,W5,23,F,계좌이체," 92,000 "
2021-06-22-0254-1,2021-06-22,0254,S6,96,F,계좌이체," 528,000 "
2021-06-23-0315-1,2021-06-23,0315,S1,56,F,카카오페이," 84,000 "
2021-06-23-0331-1,2021-06-23,0331,S4,6,F,계좌이체," 210,000 "
2021-06-23-0153-1,2021-06-23,0153,A3,76,F,신용카드," 1,292,000 "
2021-06-24-0158-1,2021-06-24,0158,A1,77,F,카카오페이," 385,000 "
2021-06-24-0392-1,2021-06-24,0392,S3,81,T,신용카드," 1,782,000 "
2021-06-24-0004-1,2021-06-24,0004,S6,28,F,신용카드," 154,000 "
2021-06-24-0010-1,2021-06-24,0010,S5,6,T,계좌이체," 480,000 "
2021-06-25-0186-1,2021-06-25,0186,A4,98,F,계좌이체," 490,000 "
2021-06-25-0100-1,2021-06-25,0100,S2,26,T,계좌이체," 260,000 "
2021-06-25-0359-1,2021-06-25,0359,S2,57,F,계좌이체," 570,000 "
2021-06-25-0236-1,2021-06-25,0236,C1,56,F,신용카드," 1,400,000 "
2021-06-26-0304-1,2021-06-26,0304,S2,29,F,신용카드," 290,000 "
2021-06-26-0304-2,2021-06-26,0304,A2,45,F,신용카드," 540,000 "
2021-06-26-0378-1,2021-06-26,0378,A4,24,T,신용카드," 120,000 "
2021-06-26-0325-1,2021-06-26,0325,S2,57,F,신용카드," 570,000 "
2021-06-27-0284-1,2021-06-27,0284,W1,2,T,신용카드," 120,000 "
2021-06-27-0297-1,2021-06-27,0297,A3,51,F,카카오페이," 867,000 "
2021-06-27-0083-1,2021-06-27,0083,S4,6,F,카카오페이," 210,000 "
2021-06-28-0184-1,2021-06-28,0184,W6,14,T,신용카드," 630,000 "
2021-06-28-0264-1,2021-06-28,0264,W3,11,T,계좌이체," 550,000 "
2021-06-28-0380-1,2021-06-28,0380,A2,85,F,신용카드," 1,020,000 "
2021-06-29-0390-1,2021-06-29,0390,S5,3,T,계좌이체," 240,000 "
2021-06-29-0302-1,2021-06-29,0302,S2,78,T,신용카드," 780,000 "
2021-06-29-0022-1,2021-06-29,0022,W3,22,F,신용카드," 1,100,000 "
2021-06-30-0106-1,2021-06-30,0106,S4,13,F,카카오페이," 455,000 "
2021-06-30-0311-1,2021-06-30,0311,S5,18,F,신용카드," 1,440,000 "
2021-06-30-0299-1,2021-06-30,0299,C2,50,F,신용카드," 1,350,000 "
2021-06-30-0219-1,2021-06-30,0219,S3,22,T,카카오페이," 484,000 "
2021-07-01-0204-1,2021-07-01,0204,C1,15,F,카카오페이," 375,000 "
2021-07-01-0435-1,2021-07-01,0435,S6,83,F,계좌이체," 456,500 "
2021-07-01-0061-1,2021-07-01,0061,A2,11,F,신용카드," 132,000 "
2021-07-01-0082-1,2021-07-01,0082,C1,49,T,신용카드," 1,225,000 "
2021-07-02-0329-1,2021-07-02,0329,A2,61,F,신용카드," 732,000 "
2021-07-02-0127-1,2021-07-02,0127,W4,52,F,신용카드," 26,000 "
2021-07-02-0021-1,2021-07-02,0021,A3,52,F,카카오페이," 884,000 "
2021-07-02-0313-1,2021-07-02,0313,W2,16,T,신용카드," 1,200,000 "
2021-07-03-0395-1,2021-07-03,0395,W1,17,F,계좌이체," 1,020,000 "
2021-07-03-0099-1,2021-07-03,0099,W1,5,T,카카오페이," 300,000 "
2021-07-03-0173-1,2021-07-03,0173,S5,21,T,신용카드," 1,680,000 "
2021-07-03-0327-1,2021-07-03,0327,S6,23,F,신용카드," 126,500 "
2021-07-04-0277-1,2021-07-04,0277,S3,32,T,카카오페이," 704,000 "
2021-07-04-0306-1,2021-07-04,0306,S5,1,F,카카오페이," 80,000 "
2021-07-04-0295-1,2021-07-04,0295,S5,10,F,카카오페이," 800,000 "
2021-07-04-0082-1,2021-07-04,0082,S5,12,F,계좌이체," 960,000 "
2021-07-04-0377-1,2021-07-04,0377,A1,20,T,계좌이체," 100,000 "
2021-07-04-0338-1,2021-07-04,0338,S3,97,F,신용카드," 2,134,000 "
2021-07-04-0115-1,2021-07-04,0115,C2,64,F,신용카드," 1,728,000 "
2021-07-05-0193-1,2021-07-05,0193,S2,13,F,신용카드," 130,000 "
2021-07-06-0227-1,2021-07-06,0227,A4,12,T,계좌이체," 60,000 "
2021-07-06-0328-1,2021-07-06,0328,A1,86,F,계좌이체," 430,000 "
2021-07-06-0412-1,2021-07-06,0412,W2,8,F,카카오페이," 600,000 "
2021-07-06-0010-1,2021-07-06,0010,C2,64,T,신용카드," 1,728,000 "
2021-07-06-0439-1,2021-07-06,0439,W2,18,F,신용카드," 1,350,000 "
2021-07-07-0144-1,2021-07-07,0144,S5,11,T,카카오페이," 880,000 "
2021-07-07-0425-1,2021-07-07,0425,W6,20,F,계좌이체," 900,000 "
2021-07-07-0138-1,2021-07-07,0138,W4,84,F,카카오페이," 42,000 "
2021-07-07-0289-1,2021-07-07,0289,S2,78,F,신용카드," 780,000 "
2021-07-07-0112-1,2021-07-07,0112,A3,71,F,신용카드," 1,207,000 "
2021-07-07-0203-1,2021-07-07,0203,W5,100,F,카카오페이," 400,000 "
2021-07-08-0423-1,2021-07-08,0423,S5,2,F,신용카드," 160,000 "
2021-07-08-0042-1,2021-07-08,0042,W1,24,F,신용카드," 1,440,000 "
2021-07-09-0375-1,2021-07-09,0375,A3,1,F,카카오페이," 17,000 "
2021-07-09-0384-1,2021-07-09,0384,C2,57,T,카카오페이," 1,539,000 "
2021-07-10-0409-1,2021-07-10,0409,W5,84,F,신용카드," 336,000 "
2021-07-10-0410-1,2021-07-10,0410,A2,14,F,계좌이체," 168,000 "
2021-07-11-0039-1,2021-07-11,0039,A1,17,F,카카오페이," 85,000 "
2021-07-11-0312-1,2021-07-11,0312,S2,29,F,신용카드," 290,000 "
2021-07-12-0210-1,2021-07-12,0210,W5,43,F,계좌이체," 172,000 "
2021-07-12-0413-1,2021-07-12,0413,C1,99,T,신용카드," 2,475,000 "
2021-07-12-0414-1,2021-07-12,0414,W6,9,T,계좌이체," 405,000 "
2021-07-12-0088-1,2021-07-12,0088,W2,20,F,계좌이체," 1,500,000 "
2021-07-12-0402-1,2021-07-12,0402,C1,93,F,신용카드," 2,325,000 "
2021-07-12-0389-1,2021-07-12,0389,S1,58,F,신용카드," 87,000 "
2021-07-13-0379-1,2021-07-13,0379,W2,21,T,신용카드," 1,575,000 "
2021-07-14-0196-1,2021-07-14,0196,W1,3,T,신용카드," 180,000 "
2021-07-14-0358-1,2021-07-14,0358,S3,68,T,계좌이체," 1,496,000 "
2021-07-15-0304-1,2021-07-15,0304,S4,20,T,계좌이체," 700,000 "
2021-07-15-0072-1,2021-07-15,0072,S3,72,F,신용카드," 1,584,000 "
2021-07-15-0253-1,2021-07-15,0253,S1,39,F,신용카드," 58,500 "
2021-07-16-0247-1,2021-07-16,0247,A4,48,T,계좌이체," 240,000 "
2021-07-16-0244-1,2021-07-16,0244,A2,97,F,신용카드," 1,164,000 "
2021-07-17-0024-1,2021-07-17,0024,W2,17,F,신용카드," 1,275,000 "
2021-07-17-0155-1,2021-07-17,0155,S5,19,T,신용카드," 1,520,000 "
2021-07-17-0216-1,2021-07-17,0216,C1,52,T,신용카드," 1,300,000 "
2021-07-18-0269-1,2021-07-18,0269,A2,24,F,계좌이체," 288,000 "
2021-07-18-0148-1,2021-07-18,0148,S4,1,T,신용카드," 35,000 "
2021-07-18-0316-1,2021-07-18,0316,S3,28,F,신용카드," 616,000 "
2021-07-18-0198-1,2021-07-18,0198,C1,67,T,신용카드," 1,675,000 "
2021-07-20-0389-1,2021-07-20,0389,S6,73,F,계좌이체," 401,500 "
2021-07-20-0340-1,2021-07-20,0340,W1,23,F,신용카드," 1,380,000 "
2021-07-20-0209-1,2021-07-20,0209,W6,10,F,카카오페이," 450,000 "
2021-07-20-0085-1,2021-07-20,0085,C2,21,T,계좌이체," 567,000 "
2021-07-22-0261-1,2021-07-22,0261,S1,14,F,신용카드," 21,000 "
2021-07-22-0165-1,2021-07-22,0165,W5,84,F,계좌이체," 336,000 "
2021-07-22-0144-1,2021-07-22,0144,S1,24,F,카카오페이," 36,000 "
2021-07-22-0174-1,2021-07-22,0174,S6,70,F,계좌이체," 385,000 "
2021-07-23-0320-1,2021-07-23,0320,A4,18,T,계좌이체," 90,000 "
2021-07-23-0402-1,2021-07-23,0402,S3,19,T,계좌이체," 418,000 "
2021-07-25-0299-1,2021-07-25,0299,W4,16,F,계좌이체," 8,000 "
2021-07-25-0336-1,2021-07-25,0336,S6,12,F,카카오페이," 66,000 "
2021-07-25-0263-1,2021-07-25,0263,W5,81,F,계좌이체," 324,000 "
2021-07-26-0016-1,2021-07-26,0016,S4,9,T,계좌이체," 315,000 "
2021-07-26-0233-1,2021-07-26,0233,A2,85,F,신용카드," 1,020,000 "
2021-07-26-0238-1,2021-07-26,0238,A1,53,T,계좌이체," 265,000 "
2021-07-27-0168-1,2021-07-27,0168,S4,21,T,신용카드," 735,000 "
2021-07-27-0223-1,2021-07-27,0223,W1,14,T,카카오페이," 840,000 "
2021-07-27-0230-1,2021-07-27,0230,W4,19,F,신용카드," 9,500 "
2021-07-27-0075-1,2021-07-27,0075,W4,60,F,계좌이체," 30,000 "
2021-07-28-0119-1,2021-07-28,0119,S5,8,T,신용카드," 640,000 "
2021-07-28-0213-1,2021-07-28,0213,S2,59,T,신용카드," 590,000 "
2021-07-28-0090-1,2021-07-28,0090,S1,59,F,신용카드," 88,500 "
2021-07-28-0227-1,2021-07-28,0227,A4,78,T,카카오페이," 390,000 "
2021-07-29-0373-1,2021-07-29,0373,A2,30,F,신용카드," 360,000 "
2021-07-29-0025-1,2021-07-29,0025,W5,32,F,카카오페이," 128,000 "
2021-07-29-0003-1,2021-07-29,0003,W6,4,T,계좌이체," 180,000 "
2021-07-29-0171-1,2021-07-29,0171,S3,50,T,신용카드," 1,100,000 "
2021-07-29-0207-1,2021-07-29,0207,A3,40,F,카카오페이," 680,000 "
2021-07-29-0104-1,2021-07-29,0104,W4,91,F,신용카드," 45,500 "
2021-07-30-0393-1,2021-07-30,0393,A3,75,F,계좌이체," 1,275,000 "
2021-07-30-0437-1,2021-07-30,0437,A4,87,T,신용카드," 435,000 "
2021-07-30-0237-1,2021-07-30,0237,C2,41,T,신용카드," 1,107,000 "
2021-08-01-0160-1,2021-08-01,0160,A1,98,F,신용카드," 490,000 "
2021-08-02-0427-1,2021-08-02,0427,W6,7,T,카카오페이," 315,000 "
2021-08-03-0175-1,2021-08-03,0175,S6,30,F,계좌이체," 165,000 "
2021-08-03-0084-1,2021-08-03,0084,A2,78,F,카카오페이," 936,000 "
2021-08-03-0216-1,2021-08-03,0216,C2,47,T,신용카드," 1,269,000 "
2021-08-03-0004-1,2021-08-03,0004,A3,79,F,신용카드," 1,343,000 "
2021-08-04-0050-1,2021-08-04,0050,W5,65,F,신용카드," 260,000 "
2021-08-04-0199-1,2021-08-04,0199,A2,96,F,계좌이체," 1,152,000 "
2021-08-04-0198-1,2021-08-04,0198,W5,43,F,신용카드," 172,000 "
2021-08-04-0403-1,2021-08-04,0403,A3,92,F,신용카드," 1,564,000 "
2021-08-04-0190-1,2021-08-04,0190,W5,63,F,계좌이체," 252,000 "
2021-08-04-0162-1,2021-08-04,0162,A3,93,F,계좌이체," 1,581,000 "
2021-08-05-0342-1,2021-08-05,0342,W1,21,T,신용카드," 1,260,000 "
